,ID,NEAR_DIST,Name,Category,Interview,Shape_Leng,Shape_Area,Region,AUG_2019,AUG_2020,AUG_2021,AUG_2022,AUG_2023,JUL_2019,JUL_2020,JUL_2021,JUL_2022,JUL_2023,SEP_2019,SEP_2020,SEP_2021,SEP_2022,SEP_2023,Grand Tota,geometry,AUG_2019_dummy,AUG_2020_dummy,AUG_2021_dummy,AUG_2022_dummy,AUG_2023_dummy,JUL_2019_dummy,JUL_2020_dummy,JUL_2021_dummy,JUL_2022_dummy,SEP_2019_dummy,SEP_2020_dummy,SEP_2021_dummy,SEP_2022_dummy,SEP_2023_dummy,Grand Tota_dummy,AUG_2019_percent,AUG_2020_percent,AUG_2021_percent,AUG_2022_percent,AUG_2023_percent,JUL_2019_percent,JUL_2020_percent,JUL_2021_percent,JUL_2022_percent,SEP_2019_percent,SEP_2020_percent,SEP_2021_percent,SEP_2022_percent,SEP_2023_percent,Grand Tota_percent
33,30028805970,12.76,Nova Estrela,Agrovila,1,4045.09173,453840.3269,3,,,,,,,,,,,,,,,,0,"POLYGON ((-61.61188487827022 -11.81878550948585, -61.611888426225654 -11.821131950800302, -61.62807801648706 -11.821109175415488, -61.628108909745436 -11.819781690907492, -61.628103255966344 -11.8188100596093, -61.61188487827022 -11.81878550948585))",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,0
34,30028806630,9.65,Rolim de Moura,Agropolis,1,5370.892692,768413.7013,3,,,,,,,,,,,,,,,,0,"POLYGON ((-61.76021143335982 -11.809738309631324, -61.765063526188214 -11.80986197358115, -61.76576543448536 -11.809290881822736, -61.769697035299856 -11.80979595320393, -61.76971480666218 -11.809078353380558, -61.771710643171176 -11.809130048573781, -61.77167225302598 -11.811627755131342, -61.77945659228597 -11.81168009046, -61.779452469915995 -11.810416956403937, -61.77940418693876 -11.808158450759306, -61.779379409841646 -11.807172730326055, -61.760197338305844 -11.80701975767681, -61.76021143335982 -11.809738309631324))",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,0
35,30028806970,7.35,Novo Paraiso,Agrovila,2,4978.657982,992539.5495,3,,,,,,,,,,,,,,,,0,"POLYGON ((-61.530722368621674 -11.812920013035507, -61.530726426066465 -11.817393319364962, -61.548960338740926 -11.817419650494973, -61.54894791760865 -11.81608960325879, -61.548978524667056 -11.813965611998139, -61.54901345356362 -11.812865443484855, -61.530722368621674 -11.812920013035507))",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,0
36,30028807210,4.41,Nova Estrela,Agrovila,1,4637.316438,492390.9181,3,,,,,,,,,,,,,,,,0,"POLYGON ((-61.530699305197814 -11.765652760755314, -61.53377841510442 -11.765657120338984, -61.53375422488882 -11.76472409529651, -61.53599758512325 -11.764692565694704, -61.535934539842856 -11.765596437984918, -61.54272095119058 -11.765875196175156, -61.544135354244496 -11.765595374522569, -61.54829550021164 -11.765564702381882, -61.54829636595599 -11.765409949008815, -61.54838746979661 -11.764352017678027, -61.54880839412985 -11.76328926531346, -61.53069988759843 -11.763225314530573, -61.530699305197814 -11.765652760755314))",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,0
37,30028808000,14.64,Rolim de Moura,Agropolis,3,2927.712755,480935.6504,3,,,,,,,,,,,,,,,,0,"POLYGON ((-61.695212953507934 -11.622309083990004, -61.70407508055911 -11.62246264547055, -61.704047869317385 -11.621187272072637, -61.7040448310673 -11.618867844533382, -61.70405493000583 -11.617941979007588, -61.69523396097323 -11.617794838183453, -61.695212953507934 -11.622309083990004))",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,0
38,30028808200,9.93,Rolim de Moura,Agropolis,1,4377.774176,511329.5867,3,,,,,,,,,,,,,,,,0,"POLYGON ((-61.759399832808796 -11.633169174247353, -61.759406572787384 -11.63556528800719, -61.77704024532874 -11.63541488130505, -61.77703391035779 -11.63408713210381, -61.7770386509073 -11.633001572338673, -61.759399832808796 -11.633169174247353))",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,0
39,30028808270,9.37,Rolim de Moura,Agropolis,1,4922.781953,976089.1738,3,,,,,,,,,,,,,,,,0,"POLYGON ((-61.86906829124459 -11.680239776502416, -61.85104680209362 -11.679781760170089, -61.8510525685311 -11.68073872112741, -61.85108170492035 -11.683092903271124, -61.85108660384577 -11.684260386010353, -61.86908914344633 -11.68475344369568, -61.86906829124459 -11.680239776502416))",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,0
40,30028808500,13.69,Nova Estrela,Agrovila,2,5364.557226,768776.0408,3,,,,,,,,,,,,,,,,0,"POLYGON ((-61.631550140014596 -11.813708487120275, -61.631549569990526 -11.813823306687292, -61.631180489242254 -11.813821528187267, -61.63114021255038 -11.814108389810325, -61.62827849826845 -11.814126437551758, -61.628286419757785 -11.814442079449119, -61.628281705357395 -11.815389341309281, -61.62830480662421 -11.81659018883138, -61.64834856275564 -11.816446519515532, -61.648357596529124 -11.811922346375278, -61.6439937488669 -11.811968430148692, -61.64399263724471 -11.812345564635796, -61.644033590881556 -11.812905523436152, -61.64403041388162 -11.813551387795645, -61.631550140014596 -11.813708487120275))",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,0
41,30028808560,11.21,Santa Luzia d'Oeste,Agrovila,1,4858.90657,512548.5488,3,,,,,,,,,,,,,,,,0,"POLYGON ((-61.81500219420742 -11.817952249741175, -61.83184125607112 -11.817749425378883, -61.8322365053719 -11.820010984716562, -61.83319890637296 -11.819997422397499, -61.833197289955116 -11.815493718049533, -61.81571479505891 -11.81573220049969, -61.815401393636506 -11.816485170127141, -61.81500952278109 -11.81725863755841, -61.81500219420742 -11.817952249741175))",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,0
42,30028808750,12.4,Novo Horizonte do Oeste,Agrovila,1,6986.100734,2988783.442,3,,,,,,,,,,,,,,,,0,"POLYGON ((-61.88803109354545 -11.662715216419247, -61.88804040362874 -11.667238921795851, -61.90631948432103 -11.667141743200167, -61.9063227838088 -11.662628822552266, -61.90632785718029 -11.658104128159142, -61.9063320994407 -11.65360205161369, -61.88801438763739 -11.653684090126019, -61.88802086493499 -11.658190619127582, -61.88803109354545 -11.662715216419247))",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,0
43,30028809170,5.29,Nova Estrela,Agrovila,3,13037.15036,10070211.4,3,,,,,,,,,,,,,,,,0,"POLYGON ((-61.571663070167574 -11.77628777290625, -61.57166025162227 -11.780884125021643, -61.594773901875485 -11.780489061946579, -61.59477091062866 -11.77599663102948, -61.59477437251175 -11.771537641713504, -61.59477780830336 -11.767072343025012, -61.5947784673091 -11.762594365562675, -61.5947744922815 -11.75807299865061, -61.59475711656114 -11.75359970431151, -61.594773839246834 -11.749216694888615, -61.59481393616628 -11.74454502023881, -61.57315994827325 -11.744552850055008, -61.57166719382906 -11.74454629338634, -61.571647642313934 -11.749056728460594, -61.57163549261792 -11.753549114562745, -61.57166631309184 -11.758365223037321, -61.57166625274309 -11.762897385614151, -61.57166517510024 -11.767332826270335, -61.57166357224801 -11.772268215178197, -61.571663070167574 -11.77628777290625))",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,0
44,30028809260,14.22,Nova Estrela,Agrovila,1,2036.12736,240927.4121,3,,,,,,,,,,,,,,,,0,"POLYGON ((-61.58985756118776 -11.601353698782976, -61.59071350894145 -11.60769645401925, -61.59149955693116 -11.607236682726262, -61.59329124239098 -11.606287295410063, -61.594029795872224 -11.605920006127597, -61.59369323877208 -11.60143213951966, -61.592720246547074 -11.60137028467264, -61.591545077590254 -11.601287290261906, -61.58985756118776 -11.601353698782976))",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,0
45,30028809580,4.12,Nova Estrela,Agrovila,1,4493.025976,503538.0271,3,,,,,,,,,,,,,,,,0,"POLYGON ((-61.5307014657359 -11.760772950289724, -61.530700930172934 -11.763081076754728, -61.539235309239125 -11.762911659955616, -61.54901709935401 -11.762579621574776, -61.549008166793605 -11.762048615346089, -61.54899681674147 -11.760354481679228, -61.53926995365961 -11.760611014949028, -61.5307014657359 -11.760772950289724))",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,0
